"n" "Min_V" "d1" "d2" "d3" "d4" "d5" "d6" "d7" "d8" "d9" "d10" "d11"
940 0.0598132639203259 0 0 0 1 0 0 0 0 21 918 0
941 0.0587477314589472 0 0 0 1 0 0 0 0 20 920 0
942 0.0576820786058483 0 0 0 1 0 0 0 0 19 922 0
943 0.0566163133160678 0 0 0 1 0 0 0 0 18 924 0
944 0.0555504434788854 0 0 0 1 0 0 0 0 17 926 0
945 0.0544844769183394 0 0 0 1 0 0 0 0 16 928 0
946 0.0534184213937397 0 0 0 1 0 0 0 0 15 930 0
947 0.0523522846001768 0 0 0 1 0 0 0 0 14 932 0
948 0.0512860741690256 0 0 0 1 0 0 0 0 13 934 0
949 0.0502197976684459 0 0 0 1 0 0 0 0 12 936 0
950 0.0491534626038781 0 0 0 1 0 0 0 0 11 938 0
951 0.0480870764185356 0 0 0 1 0 0 0 0 10 940 0
952 0.0470206464938917 0 0 0 1 0 0 0 0 9 942 0
953 0.0459541801501637 0 0 0 1 0 0 0 0 8 944 0
954 0.0448876846467923 0 0 0 1 0 0 0 0 7 946 0
955 0.0438211671829171 0 0 0 1 0 0 0 0 6 948 0
956 0.0427546348978484 0 0 0 1 0 0 0 0 5 950 0
957 0.0416880948715345 0 0 0 1 0 0 0 0 4 952 0
958 0.0406215541250256 0 0 0 1 0 0 0 0 3 954 0
959 0.0395550196209338 0 0 0 1 0 0 0 0 2 956 0
960 0.0384884982638889 0 0 0 1 0 0 0 0 1 958 0
961 0.0374219969009909 0 0 0 1 0 0 0 0 0 960 0
962 0.0394837505024617 0 0 0 1 0 0 0 0 0 959 2
963 0.0415325506891 0 0 0 1 0 0 0 0 0 958 4
964 0.0435684647302905 0 0 0 1 0 0 0 0 0 957 6
965 0.0455915595049531 0 0 0 1 0 0 0 0 0 956 8
966 0.0476019015041428 0 0 0 1 0 0 0 0 0 955 10
967 0.0495995568336276 0 0 0 1 0 0 0 0 0 954 12
968 0.0506924048903763 0 0 0 0 1 0 0 0 25 942 0
969 0.0496719246060273 0 0 0 0 1 0 0 0 24 944 0
970 0.0486512913168243 0 0 0 0 1 0 0 0 23 946 0
971 0.0476305124618043 0 0 0 0 1 0 0 0 22 948 0
972 0.0466095954207523 0 0 0 0 1 0 0 0 21 950 0
973 0.0455885475146531 0 0 0 0 1 0 0 0 20 952 0
974 0.0445673760061391 0 0 0 0 1 0 0 0 19 954 0
975 0.0435460880999343 0 0 0 0 1 0 0 0 18 956 0
976 0.0425246909432948 0 0 0 0 1 0 0 0 17 958 0
977 0.0415031916264461 0 0 0 0 1 0 0 0 16 960 0
978 0.0404815971830161 0 0 0 0 1 0 0 0 15 962 0
979 0.0394599145904651 0 0 0 0 1 0 0 0 14 964 0
980 0.0384381507705123 0 0 0 0 1 0 0 0 13 966 0
981 0.0374163125895584 0 0 0 0 1 0 0 0 12 968 0
982 0.0363944068591054 0 0 0 0 1 0 0 0 11 970 0
983 0.0353724403361727 0 0 0 0 1 0 0 0 10 972 0
984 0.0343504197237094 0 0 0 0 1 0 0 0 9 974 0
985 0.0333283516710041 0 0 0 0 1 0 0 0 8 976 0
986 0.0323062427740908 0 0 0 0 1 0 0 0 7 978 0
987 0.0312840995761516 0 0 0 0 1 0 0 0 6 980 0
988 0.0302619285679162 0 0 0 0 1 0 0 0 5 982 0
989 0.0292397361880585 0 0 0 0 1 0 0 0 4 984 0
990 0.0282175288235894 0 0 0 0 1 0 0 0 3 986 0
991 0.0271953128102468 0 0 0 0 1 0 0 0 2 988 0
992 0.0261730944328824 0 0 0 0 1 0 0 0 1 990 0
993 0.0251508799258455 0 0 0 0 1 0 0 0 0 992 0
994 0.0271538688873685 0 0 0 0 1 0 0 0 0 991 2
995 0.0282962551450721 0 0 0 0 0 0 0 0 29 966 0
996 0.0273221399654844 0 0 0 0 0 0 0 0 28 968 0
997 0.0263478499691653 0 0 0 0 0 0 0 0 27 970 0
998 0.0253733920747306 0 0 0 0 0 0 0 0 26 972 0
999 0.0243987731475219 0 0 0 0 0 0 0 0 25 974 0
1000 0.023424 0 0 0 0 0 0 0 0 24 976 0
1001 0.0224490793921363 0 0 0 0 0 0 0 0 23 978 0
1002 0.0214740180318007 0 0 0 0 0 0 0 0 22 980 0
1003 0.0204988225751459 0 0 0 0 0 0 0 0 21 982 0
1004 0.01952349962699 0 0 0 0 0 0 0 0 20 984 0
1005 0.0185480557411945 0 0 0 0 0 0 0 0 19 986 0
1006 0.0175724974210404 0 0 0 0 0 0 0 0 18 988 0
1007 0.0165968311196007 0 0 0 0 0 0 0 0 17 990 0
1008 0.0156210632401109 0 0 0 0 0 0 0 0 16 992 0
1009 0.0146452001363349 0 0 0 0 0 0 0 0 15 994 0
1010 0.0136692481129301 0 0 0 0 0 0 0 0 14 996 0
1011 0.0126932134258077 0 0 0 0 0 0 0 0 13 998 0
1012 0.0117171022824915 0 0 0 0 0 0 0 0 12 1000 0
1013 0.0107409208424733 0 0 0 0 0 0 0 0 11 1002 0
1014 0.00976467521756552 0 0 0 0 0 0 0 0 10 1004 0
1015 0.00878837147225121 0 0 0 0 0 0 0 0 9 1006 0
1016 0.00781201562403125 0 0 0 0 0 0 0 0 8 1008 0
1017 0.00683561364376881 0 0 0 0 0 0 0 0 7 1010 0
1018 0.00585917145603113 0 0 0 0 0 0 0 0 6 1012 0
1019 0.00488269493942858 0 0 0 0 0 0 0 0 5 1014 0
1020 0.00390618992695117 0 0 0 0 0 0 0 0 4 1016 0
1021 0.00292966220630232 0 0 0 0 0 0 0 0 3 1018 0
1022 0.00195311752023008 0 0 0 0 0 0 0 0 2 1020 0
1023 0.000976561566855768 0 0 0 0 0 0 0 0 1 1022 0
